Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
4053,6,2,8,12,10,2019,3198,17671,25660,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841090,5862320,781138,512118,55713,1779,60366,6,2,1
4054,6,2,8,12,10,2019,3198,16855,24844,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841373,5854054,780322,509953,54897,1296,60649,6,2,1
4055,6,2,8,12,10,2019,3198,17481,25470,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841399,5879182,780948,512435,55523,2398,60675,6,2,1
4056,6,2,8,12,10,2019,3198,19632,27621,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841542,5854267,783099,512349,57674,5274,60818,6,2,1
4057,6,2,8,12,10,2019,3198,16055,24044,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841560,5850608,779522,505578,54097,1485,60836,6,2,1
4058,6,2,8,12,10,2019,3198,15413,23402,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5841583,5844907,778880,507100,53455,2726,60859,6,2,1
4059,6,2,8,12,10,2019,3198,18336,26325,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5842075,5851375,781803,513179,56378,3223,61351,6,2,1
4060,6,2,8,12,10,2019,3198,18050,26039,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5842851,5856085,781517,508549,56092,5955,62127,6,2,1
4061,6,2,8,12,10,2019,3198,19259,27248,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5842924,5843341,782726,512853,57301,4852,62200,6,2,1
4062,6,2,8,12,10,2019,3198,20202,28191,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843083,5894640,783669,511950,58244,4443,62359,6,2,1
4063,6,2,8,12,10,2019,3198,18656,26645,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843100,5850678,782123,511669,56698,4232,62376,6,2,1
4064,6,2,8,12,10,2019,3198,16286,24275,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843111,5882249,779753,508707,54328,3601,62387,6,2,1
4065,6,2,8,12,10,2019,3198,17983,25972,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843235,5892848,781450,513352,56025,3647,62511,6,2,1
4066,6,2,8,12,10,2019,3198,17967,25956,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843537,5853223,781434,510731,56009,4809,62813,6,2,1
4067,6,2,8,12,10,2019,3198,18213,26202,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843791,5897602,781680,512448,56255,2671,63067,6,2,1
4068,6,2,8,12,10,2019,3198,16116,24105,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843818,5844787,779583,505983,54158,1659,63094,6,2,1
4069,6,2,8,12,10,2019,3198,19224,27213,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843984,5875288,782691,512324,57266,6356,63260,6,2,1
4070,6,2,8,12,10,2019,3198,20927,28916,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5843998,5880433,784394,512404,58969,2544,63274,6,2,1
4071,6,2,8,12,10,2019,3198,19422,27411,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844070,5885172,782889,510891,57464,4477,63346,6,2,1
4072,6,2,8,12,10,2019,3198,19826,27815,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844240,5881094,783293,511923,57868,2610,63516,6,2,1
4073,6,2,8,12,10,2019,3198,20971,28960,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844455,5874420,784438,511413,59013,6049,63731,6,2,1
4074,6,2,8,12,10,2019,3198,20130,28119,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844595,5859780,783597,512540,58172,1417,63871,6,2,1
4075,6,2,8,12,10,2019,3198,19267,27256,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844849,5880007,782734,512282,57309,4327,64125,6,2,1
4076,6,2,8,12,10,2019,3198,17637,25626,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5844866,5872346,781104,508677,55679,1502,64142,6,2,1
4077,6,2,8,12,10,2019,3198,16483,24472,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845116,5862504,779950,509385,54525,1033,64392,6,2,1
4078,6,2,8,12,10,2019,3198,19716,27705,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845135,5852476,783183,511825,57758,6153,64411,6,2,1
4079,6,2,8,12,10,2019,3198,16583,24572,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845518,5862239,780050,511140,54625,5211,64794,6,2,1
4080,6,2,8,12,10,2019,3198,21009,28998,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845632,5877431,784476,511793,59051,6090,64908,6,2,1
4081,6,2,8,12,10,2019,3198,17282,25271,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845858,5874927,780749,509894,55324,5546,65134,6,2,1
4082,6,2,8,12,10,2019,3198,15610,23599,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5845995,5889551,779077,508241,53652,5961,65271,6,2,1
4083,6,2,8,12,10,2019,3198,19734,27723,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5846062,5856706,783201,510307,57776,6369,65338,6,2,1
4084,6,2,8,12,10,2019,3198,18566,26555,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5846472,5848275,782033,512530,56608,2087,65748,6,2,1
4085,6,2,8,12,10,2019,3198,15703,23692,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5846943,5876752,779170,509226,53745,3916,66219,6,2,1
4086,6,2,8,12,10,2019,3198,16659,24648,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847144,5855238,780126,507858,54701,4464,66420,6,2,1
4087,6,2,8,12,10,2019,3198,15746,23735,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847413,5899491,779213,507861,53788,5377,66689,6,2,1
4088,6,2,8,12,10,2019,3198,16310,24299,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847666,5868864,779777,505875,54352,3304,66942,6,2,1
4089,6,2,8,12,10,2019,3198,18086,26075,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847709,5899592,781553,508269,56128,3074,66985,6,2,1
4090,6,2,8,12,10,2019,3198,20109,28098,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847913,5881569,783576,511038,58151,4472,67189,6,2,1
4091,6,2,8,12,10,2019,3198,19248,27237,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5847995,5843503,782715,511945,57290,2811,67271,6,2,1
4092,6,2,8,12,10,2019,3198,16609,24598,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5848095,5847471,780076,511128,54651,1828,67371,6,2,1
4093,6,2,8,12,10,2019,3198,19745,27734,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5848481,5881938,783212,512855,57787,3390,67757,6,2,1
4094,6,2,8,12,10,2019,3198,19970,27959,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5848952,5871367,783437,514071,58012,3633,68228,6,2,1
4095,6,2,8,12,10,2019,3198,20531,28520,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5849365,5858897,783998,515388,58573,1179,68641,6,2,1
4096,6,2,8,12,10,2019,3198,16823,24812,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5849479,5892526,780290,510591,54865,2006,68755,6,2,1
4097,6,2,8,12,10,2019,3198,19896,27885,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5849527,5878989,783363,514034,57938,5006,68803,6,2,1
4098,6,2,8,12,10,2019,3198,18360,26349,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5849691,5892002,781827,512313,56402,3714,68967,6,2,1
4099,6,2,8,12,10,2019,3198,18827,26816,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5849827,5896588,782294,510765,56869,6030,69103,6,2,1
4100,6,2,8,12,10,2019,3198,16158,24147,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5850186,5878872,779625,507472,54200,1596,69462,6,2,1
4101,5,1,3,31,8,2018,3380,21687,37099,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5914541,3142474,783466,2824840,157981,2765,60163,5,2,0
4102,5,1,3,31,8,2018,3380,18909,34321,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5914807,3108765,780688,2824935,155203,3206,60429,5,2,0
4103,5,1,3,31,8,2018,3380,17047,32459,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5915563,3098657,778826,2818859,153341,5449,61185,5,2,0
4104,5,1,3,31,8,2018,3380,18990,34402,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5915625,3144647,780769,2823167,155284,5289,61247,5,2,0
4105,5,1,3,31,8,2018,3380,21686,37098,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5916173,3136463,783465,2828081,157980,5587,61795,5,2,0
4106,5,1,3,31,8,2018,3380,17413,32825,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5916196,3101452,779192,2821949,153707,3610,61818,5,2,0
4107,5,1,3,31,8,2018,3380,20416,35828,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5916542,3136991,782195,2825527,156710,986,62164,5,2,0
4108,5,1,3,31,8,2018,3380,21266,36678,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5916647,3148284,783045,2827919,157560,2889,62269,5,2,0
4109,5,1,3,31,8,2018,3380,22561,37973,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5916690,3141380,784340,2825391,158855,1608,62312,5,2,0
4110,5,1,3,31,8,2018,3380,20039,35451,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917226,3112095,781818,2824649,156333,2299,62848,5,2,0
4111,5,1,3,31,8,2018,3380,21872,37284,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917270,3134505,783651,2827942,158166,1020,62892,5,2,0
4112,5,1,3,31,8,2018,3380,21994,37406,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917339,3146636,783773,2828263,158288,3177,62961,5,2,0
4113,5,1,3,31,8,2018,3380,21299,36711,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917390,3145947,783078,2827643,157593,3639,63012,5,2,0
4114,5,1,3,31,8,2018,3380,22157,37569,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917443,3103798,783936,2824437,158451,1331,63065,5,2,0
4115,5,1,3,31,8,2018,3380,20790,36202,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917514,3155539,782569,2824853,157084,700,63136,5,2,0
4116,5,1,3,31,8,2018,3380,17929,33341,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917544,3111825,779708,2824061,154223,2472,63166,5,2,0
4117,5,1,3,31,8,2018,3380,20414,35826,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917581,3119405,782193,2826629,156708,1381,63203,5,2,0
4118,5,1,3,31,8,2018,3380,19396,34808,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5917921,3141308,781175,2821239,155690,4007,63543,5,2,0
4119,5,1,3,31,8,2018,3380,17428,32840,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918011,3108983,779207,2819567,153722,3645,63633,5,2,0
4120,5,1,3,31,8,2018,3380,17857,33269,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918106,3140665,779636,2823979,154151,4004,63728,5,2,0
4121,5,1,3,31,8,2018,3380,17923,33335,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918415,3135888,779702,2824934,154217,1244,64037,5,2,0
4122,5,1,3,31,8,2018,3380,18512,33924,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918446,3144651,780291,2825864,154806,4780,64068,5,2,0
4123,5,1,3,31,8,2018,3380,18657,34069,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918457,3131331,780436,2822619,154951,1818,64079,5,2,0
4124,5,1,3,31,8,2018,3380,19508,34920,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918739,3144841,781287,2826137,155802,4401,64361,5,2,0
4125,5,1,3,31,8,2018,3380,20152,35564,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5918982,3103482,781931,2823743,156446,5512,64604,5,2,0
4126,5,1,3,31,8,2018,3380,21849,37261,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919232,3146155,783628,2826371,158143,4923,64854,5,2,0
4127,5,1,3,31,8,2018,3380,22500,37912,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919379,3150586,784279,2825590,158794,2415,65001,5,2,0
4128,5,1,3,31,8,2018,3380,19838,35250,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919448,3134130,781617,2823101,156132,1317,65070,5,2,0
4129,5,1,3,31,8,2018,3380,22009,37421,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919493,3124016,783788,2826638,158303,4537,65115,5,2,0
4130,5,1,3,31,8,2018,3380,19009,34421,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919717,3115264,780788,2826513,155303,1193,65339,5,2,0
4131,5,1,3,31,8,2018,3380,20894,36306,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5919761,3126092,782673,2824040,157188,3390,65383,5,2,0
4132,5,1,3,31,8,2018,3380,22791,38203,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5920028,3097873,784570,2829863,159085,812,65650,5,2,0
4133,5,1,3,31,8,2018,3380,19057,34469,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5920409,3101210,780836,2823434,155351,5900,66031,5,2,0
4134,5,1,3,31,8,2018,3380,22053,37465,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5920515,3133594,783832,2829120,158347,2147,66137,5,2,0
4135,5,1,3,31,8,2018,3380,22203,37615,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921058,3133154,783982,2827560,158497,4860,66680,5,2,0
4136,5,1,3,31,8,2018,3380,20791,36203,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921063,3135748,782570,2827865,157085,2723,66685,5,2,0
4137,5,1,3,31,8,2018,3380,18672,34084,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921282,3097359,780451,2822758,154966,2797,66904,5,2,0
4138,5,1,3,31,8,2018,3380,22501,37913,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921300,3097270,784280,2824354,158795,5901,66922,5,2,0
4139,5,1,3,31,8,2018,3380,19651,35063,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921368,3139855,781430,2821515,155945,4036,66990,5,2,0
4140,5,1,3,31,8,2018,3380,21511,36923,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921755,3123402,783290,2827811,157805,1368,67377,5,2,0
4141,5,1,3,31,8,2018,3380,19934,35346,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5921809,3116643,781713,2825381,156228,1758,67431,5,2,0
4142,5,1,3,31,8,2018,3380,20810,36222,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922467,3111334,782589,2824919,157104,3011,68089,5,2,0
4143,5,1,3,31,8,2018,3380,19243,34655,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922494,3123017,781022,2824736,155537,4522,68116,5,2,0
4144,5,1,3,31,8,2018,3380,19903,35315,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922560,3113501,781682,2826345,156197,1197,68182,5,2,0
4145,5,1,3,31,8,2018,3380,17569,32981,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922617,3107109,779348,2822839,153863,4673,68239,5,2,0
4146,5,1,3,31,8,2018,3380,21897,37309,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922658,3121135,783676,2826456,158191,3977,68280,5,2,0
4147,5,1,3,31,8,2018,3380,22197,37609,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5922977,3108483,783976,2824089,158491,2250,68599,5,2,0
4148,5,1,3,31,8,2018,3380,21103,36515,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5923584,3133946,782882,2827006,157397,4240,69206,5,2,0
4149,5,1,3,31,8,2018,3380,17102,32514,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5923762,3149060,778881,2823238,153396,3700,69384,5,2,0
