Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
4,3,14,17,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1909454.059,1855516.372,23302.61983,30635.06675,3529.456813,1,450,45000,4,2
4,3,14,24,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1915399.688,1858461.328,11216.49175,45721.86811,3797.956838,1,1200,105000,4,2
4,2,6,15,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1313145.087,1250706.245,16419.63459,46019.20775,3802.790197,1,2347,102000,4,2
4,2,10,16,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,568461.4787,508641.43,24683.04736,35137.0014,3870.623555,1,1298,74000,4,2
4,4,18,24,3,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1154567.271,1115490.456,16621.9789,22454.83668,3824.706914,1,3200,10000,4,2
4,3,11,30,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1700868.213,1646224.677,16124.01553,38519.52078,3958.456939,1,450,35000,4,2
4,3,13,16,3,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1523027.26,1442251.509,34400.33066,46375.42002,3950.456964,1,1000,124568,4,3
4,2,10,28,3,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1522652.22,1445107.749,39372.7238,38171.74643,3815.290323,1,1000,80000,4,2
4,3,14,27,3,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1823215.781,1782940.726,29058.57476,11216.48057,3956.915348,1,900,85000,4,2
4,2,5,10,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1525896.408,1443867.018,38523.17692,43506.213,3903.415373,1,1800,120000,4,2
4,3,12,15,3,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,417064.4178,347385.2139,41383.47348,28295.73044,3979.998732,1,2000,65000,4,2
4,3,14,27,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,898978.4373,823726.977,46782.40608,28469.05419,3984.832091,1,1500,80000,4,2
4,1,3,12,5,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,892645.6206,832713.281,31397.93288,28534.40673,3984.123783,1,800,58800,4,1
4,2,9,9,6,2020,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,551614.0292,486969.6564,36004.4406,28639.93226,3880.165474,1,3500,100000,4,2
4,1,3,30,6,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,856548.09,817262.0368,16049.11415,23236.93902,3947.707166,1,700,68000,4,2
4,1,2,16,5,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,895590.1758,848625.1155,28615.69471,18349.36564,3977.915525,1,960,80000,4,2
4,1,2,30,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,927342.6888,887453.9156,28672.33429,11216.43887,3980.41555,1,1000,80000,4,2
4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,442524.2908,375221.8265,28664.77596,38637.68831,3894.832242,1,1600,98000,4,2
4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1157151.318,1110462.046,28453.51964,18235.75192,3634.294187,1,730,73000,4,2
4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1713558.385,1691125.482,11216.45133,11216.45133,3493.419187,0,1500,40000,4,2
4,3,11,30,6,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1928390.965,1904097.984,13076.47749,11216.50386,3673.669187,1,1000,65000,4,2
4,2,5,16,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,529324.7742,484117.1294,33991.14095,11216.50386,3451.710853,1,650,70000,4,3
4,1,2,23,3,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,310707.029,271018.2386,28472.28656,11216.50386,3555.835853,1,500,25000,4,2
4,3,11,31,5,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,313691.0794,270101.7166,32372.85896,11216.50386,3495.14002,1,2500,40000,4,3
4,3,13,18,7,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,263938.6734,194939.2841,45876.13845,23123.25088,3685.860853,1,8690,300000,4,2
4,2,6,10,7,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,253170.0997,202208.4681,27662.1602,23299.47138,3906.12752,1,500,45000,4,2
4,3,11,18,3,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,480516.7007,411121.7397,39582.0867,29812.87425,3594.335853,1,960,115000,4,1
4,1,1,26,3,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,421148.4163,394548.3668,9705.737406,16894.31212,3695.25252,1,800,58800,4,2
4,2,8,1,7,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,140536.2483,113335.8881,12511.22479,14689.13545,3829.123101,1,650,60000,4,2
4,2,6,10,7,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,262641.6277,239762.7685,10831.84996,12047.00924,3707.373126,1,2000,40000,4,2
4,1,2,15,7,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,376454.3346,350332.3978,10728.11203,15393.82476,3842.289818,1,2500,40000,4,1
4,3,11,7,7,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,339404.1151,307837.9879,14535.66015,17030.46711,3795.789843,1,6020,14000,4,2
4,1,2,15,3,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,401943.4016,378814.9081,13422.79069,9705.702898,3440.289894,1,800,58800,4,2
4,3,14,9,7,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,340001.8505,308174.5523,15394.58424,16432.71398,3856.835853,1,148,18900,4,3
4,2,10,29,7,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,513203.3249,404679.7013,44342.47735,64181.14624,3880.456611,1,1500,180000,4,1
4,2,10,30,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,906805.7371,811463.3529,58119.54013,37222.84408,3490.956636,1,2000,73900,4,2
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,533770.4586,472266.9023,37708.48036,23795.076,3467.206661,1,750,30000,4,2
4,1,4,24,3,2020,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,628948.8707,540853.3992,51022.72586,37072.74568,3595.998353,1,500,15000,4,3
4,2,7,20,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,717359.6006,607558.376,58105.63055,51695.59397,3705.691032,1,500,48000,4,2
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,690880.0912,608951.7595,58133.25516,23795.07652,3972.976897,1,650,60000,4,2
4,2,7,30,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,622876.1335,541699.3,44247.07273,36929.76077,4041.929429,1,2000,40000,4,3
4,2,10,30,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,714439.4145,608525.6021,57863.25995,48050.5524,3629.340294,1,1157,32000,4,2
4,4,17,27,3,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,703330.9674,608855.28,44399.80152,50075.88591,3666.501159,1,1581,36363,4,1
4,4,18,30,6,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,964775.6062,877397.4385,58008.14643,29370.02124,3939.037024,1,1300,45000,4,2
4,2,5,28,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,872670.6887,780273.2487,40874.34493,51523.09503,3947.906222,1,1850,60000,4,2
4,3,11,30,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1543373.914,1457334.408,41047.65893,44991.84717,4019.77542,1,800,35000,4,2
4,1,2,27,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1320718.167,1255810.025,41113.02369,23795.11755,3977.894619,1,1297,78000,4,2
4,1,1,21,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1524932.759,1456536.038,41218.54772,27178.17336,4115.680484,1,500,75000,4,3
4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1503987.395,1456397.159,23795.11804,23795.11804,4111.716349,1,148,18900,4,2
4,4,17,7,6,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1957012.738,1868364.375,33608.73816,55039.62425,3980.585547,1,6000,75000,4,3
4,2,8,28,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,747723.7196,655346.474,40425.31136,51951.93423,4126.246412,1,1100,112000,4,2
4,2,8,27,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1947189.907,1868094.989,35881.23491,43213.68334,4076.782277,1,1800,63000,4,2
4,2,9,9,6,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,606197.327,521220.0466,37261.6632,47715.61724,4169.598205,1,900,40000,4,3
4,2,6,22,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1192303.121,1128069.072,29200.59548,35033.45326,4069.675737,1,3000,60000,4,3
4,2,8,5,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1738604.062,1658803.293,28702.63211,51098.13661,4141.253268,1,800,35000,4,3
4,1,1,17,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1560763.108,1454830.126,46978.94574,58954.0366,4175.497467,1,3074,128000,4,2
4,1,2,7,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1560388.069,1457686.366,51951.34039,50750.36301,4182.033332,1,600,45000,4,1
4,1,1,2,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1860951.629,1795519.342,41637.19134,23795.09491,4100.485863,1,650,80000,4,3
4,3,12,20,3,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1563632.258,1456445.635,51101.7935,56084.82959,4175.497467,1,550,65000,4,2
4,1,2,21,5,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,454800.266,359963.8304,53962.09007,40874.34552,4182.033332,1,600,100000,4,2
4,2,5,30,3,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,936714.287,836305.5936,59361.02267,41047.67077,4100.485863,1,1000,63000,4,2
4,4,17,19,3,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,930381.4704,845291.8976,43976.54946,41113.02331,4112.855062,1,2350,168000,4,2
4,2,10,30,6,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,589349.879,499548.273,48583.05718,41218.54884,4075.932593,1,410,40000,4,2
4,2,6,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,933326.0248,861203.7321,41194.31054,30927.98222,4095.42099,1,768,55000,4,2
4,1,3,15,8,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,965078.537,900032.5322,41250.95087,23795.05395,4167.581855,1,250,35000,4,2
4,1,2,17,3,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,480260.1405,387800.4431,41243.39254,51216.30489,4116.63022,1,2000,130000,4,2
4,1,4,11,8,2020,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1194887.168,1123040.663,41032.13622,30814.36851,4317.095252,1,600,50000,4,2
4,1,1,24,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1751294.237,1703704.099,23795.06941,23795.06941,3672.106117,1,5130,118500,4,1
4,4,16,16,3,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1966126.814,1916676.601,25655.09558,23795.11745,4181.183648,1,897,72000,4,2
4,3,13,29,3,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,567060.6209,496695.746,46569.75754,23795.11745,4422.51118,1,500,25000,4,2
4,2,5,27,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,348442.8757,283596.8551,41050.90314,23795.11745,4404.6676,1,3000,120000,4,2
4,2,8,26,8,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,351426.9261,282680.3331,44951.47554,23795.11745,3069.896356,1,1500,45000,4,2
4,2,5,15,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,301674.5217,207517.9007,58454.75503,35701.86596,3013.313022,1,2000,75000,4,2
4,1,2,16,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,290905.9494,214787.0847,40240.77678,35878.08796,2828.979689,1,380,100000,4,3
4,2,7,22,8,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,518252.5504,423700.3563,52160.70328,42391.49083,2893.438022,1,350,60000,4,2
4,2,10,11,8,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,458884.2638,407126.9834,22284.35174,29472.92871,2969.271356,1,500,45000,4,2
4,2,5,6,8,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,333414.496,280511.3411,23368.28113,29534.87375,2873.313022,1,298,27000,4,3
4,4,17,16,3,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,178272.0988,125914.5047,25089.84288,27267.75128,3028.771356,1,400,67000,4,3
4,1,2,19,3,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,300377.4744,252341.385,23410.46654,24625.62282,3369.146356,1,350,40000,4,2
4,1,3,8,8,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,414190.1843,362911.0143,23306.72861,27972.44135,3094.688022,1,1000,60000,4,2
4,3,12,25,3,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,377139.9634,320416.6045,27114.27674,29609.08219,3227.688022,1,500,30000,4,2
4,3,14,1,5,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,377061.8298,321011.6545,28150.18695,27899.98836,3166.438022,1,1558,71000,4,2
4,2,6,27,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,439679.2491,391393.5246,26001.40577,22284.31873,3255.396356,1,1000,52998,4,2
4,3,12,17,8,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,377737.6965,320753.1689,27973.19857,29011.32907,3127.938022,1,600,40000,4,2
4,3,14,17,3,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,539618.4192,413484.7327,53147.50881,72986.1777,3257.146356,1,6200,90000,4,2
4,4,16,31,3,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,933220.8315,820268.3844,66924.57159,46027.87554,3204.938022,1,2428,125000,4,2
4,4,17,5,8,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,560185.5525,481071.9337,46513.51181,32600.10693,3373.521356,1,500,50000,4,2
4,2,6,23,3,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,655363.9651,549658.4306,59827.75732,45877.77714,2838.021356,1,649,66700,4,1
4,3,14,30,8,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,743774.6949,616363.4075,66910.66201,60500.62543,3227.688022,1,4993,162000,4,2
4,2,6,18,8,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,717295.1856,617756.791,66938.28662,32600.10798,3266.771356,1,1000,100000,4,2
