Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+, total Sales , payment type-cash , payment type-visa/master , payment type-others ,#of transaction,sqf,mthly rent,Location Type
16101,6,2,7,9,11,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"5,399,464","2,155,869","2,272,051","971,544",7924,1000,52998,2
16000,6,1,2,16,2,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"6,217,074","2,319,391","2,599,095","1,298,588",2929.789969,3000,60000,2
16082,6,2,9,27,6,2018,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"7,401,375","3,160,713","3,070,736","1,169,927",3843.500934,650,60000,2
16006,6,2,10,24,9,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"7,607,042","3,312,221","2,397,515","1,897,305",2935.165121,600,100000,2
15817,6,3,13,16,11,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,408,931","2,557,884","3,875,620","1,975,428",4648,1000,100000,2
16093,6,2,7,5,6,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"7,799,144","4,155,300","2,071,564","1,572,280",4020,1100,112000,2
15953,6,1,3,6,2,2018,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,518,991","3,494,611","2,762,295","2,262,085",4236,2000,65000,2
15924,6,3,11,13,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,537,065","3,508,033","2,764,701","2,264,330",3620.866665,500,50000,2
16022,6,1,3,15,2,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"9,034,414","3,285,238","3,324,574","2,424,601",3416.748858,350,60000,2
15847,6,1,2,23,4,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,802,010","3,551,215","2,875,503","2,375,292",3146.206459,700,68000,2
15794,6,2,7,14,4,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"8,934,086","3,577,630","2,928,333","2,428,123",4891,600,50000,2
16096,6,3,13,8,10,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"7,996,137","5,153,461","1,871,209","971,467",3486,2000,75000,2
16048,6,2,7,1,12,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"8,625,068","5,279,248","2,122,781","1,223,039",3411.810231,900,95000,2
15891,6,2,9,9,12,2018,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"9,783,519","4,431,393","3,625,685","1,726,440",3146.206459,800,35000,2
16019,6,1,2,23,1,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"9,226,989","5,278,055","2,123,829","1,825,106",3422.957116,1500,45000,2
15727,6,3,11,10,8,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"9,978,704","4,591,212","2,943,388","2,444,104",3422.957116,3200,10000,2
16087,6,2,7,27,9,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"9,431,225","5,149,784","2,871,147","1,410,293",5142,1850,60000,2
16094,6,1,2,22,10,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"9,805,287","5,158,758","3,072,780","1,573,749",4990,1800,63000,2
16028,6,3,13,19,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,427,646","5,280,233","3,322,825","1,824,589",2890.544187,500,30000,2
16038,6,1,3,4,8,2018,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,426,293","5,283,037","3,321,974","1,821,282",3281.123151,3500,50000,2
16041,6,3,13,31,8,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,428,080","5,281,687","3,322,332","1,824,060",2879.123227,2000,125000,2
15930,6,3,14,4,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,336,328","5,507,234","2,564,072","2,265,021",3606.415188,400,40000,2
16009,6,3,14,7,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,616,875","5,320,365","3,398,295","1,898,216",3241.62353,410,40000,2
15872,6,2,7,13,6,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,988,826","5,436,547","3,226,355","2,325,924",3423.665424,500,15000,2
15925,6,3,14,21,5,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,334,738","5,505,730","3,364,720","2,464,289",3539.319197,649,66700,2
15796,6,2,7,22,1,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,351,083","5,591,208","3,330,221","2,429,654",8271,897,72000,2
15929,6,1,2,14,4,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,525,910","5,501,328","3,762,713","2,261,870",3534.254323,2344,60000,2
15700,6,3,13,11,9,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,576,232","5,592,386","3,942,186","2,041,660",3267.956434,1000,52998,2
15723,6,2,7,26,9,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,978,709","5,591,813","3,942,584","2,444,312",3395.748681,450,45000,2
15649,6,1,1,5,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,126,606","5,621,128","4,003,176","2,502,302",3955,1500,180000,2
15674,6,1,1,30,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,128,073","5,621,086","4,003,136","2,503,851",4681,650,80000,2
15650,6,1,1,29,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,131,892","5,624,878","4,003,608","2,503,406",8271,2000,73900,2
15690,6,1,2,11,9,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,135,358","5,628,063","4,003,931","2,503,364",3754,2000,75000,2
15697,6,3,11,21,2,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"12,141,781","5,625,395","4,007,421","2,508,965",2969.294187,1000,60000,2
16109,6,1,2,13,3,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"2,913,290","923,718","1,316,402","673,170",1977.5,700,68000,3
16160,6,2,10,3,10,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,698,374","2,161,889","1,218,286","318,199",1633.978217,550,65000,3
16210,6,2,10,2,6,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,716,248","2,164,594","968,820","582,834",1647.834593,450,40000,3
16170,6,3,14,22,10,2019,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"3,870,752","2,162,200","1,047,226","661,327",1517.415843,1558,71000,3
16167,6,2,10,9,3,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,953,697","2,159,898","1,217,950","575,849",1659.644972,380,80000,3
16105,6,3,14,26,4,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"3,083,550","1,350,607","1,316,298","416,645",3006,450,40000,1
16187,6,2,10,11,11,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,181,163","2,159,476","703,645","318,042",1711.478558,650,60000,1
16113,6,2,10,7,6,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,601,156","2,211,484","1,059,065","330,607",2203,500,25000,1
16132,6,2,7,30,5,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,943,959","2,211,518","1,059,112","673,329",3984,380,80000,1
16106,6,2,10,20,3,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"4,201,364","2,211,210","1,316,605","673,550",1735,500,56000,1
16165,6,3,12,19,8,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,581,167","872,733","1,218,194","490,240",1439.561613,1500,45000,2
16159,6,2,7,9,9,2019,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"2,667,537","874,568","1,218,101","574,869",1586.644871,650,80000,2
16172,6,3,12,22,10,2019,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,415,059","1,306,163","875,584","233,312",1643.436702,600,40000,2
16164,6,2,7,20,9,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,097,725","1,303,238","1,218,505","575,982",1704.457434,1800,63000,2
16111,6,1,2,24,6,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"3,602,350","1,354,051","1,317,001","931,298",3309.5,730,73000,2
16149,6,2,7,17,12,2019,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,596,743","1,779,162","1,315,843","501,738",3846.5,960,115000,2
16219,6,3,14,11,7,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"3,457,997","2,162,738","711,642","583,617",1552.667246,960,115000,2
16203,6,2,10,27,7,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,553,128","2,158,243","1,047,094","347,791",1586.644871,1000,60000,2
16108,6,1,2,13,6,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"3,684,882","2,208,115","802,396","674,371",2445.5,1200,105000,2
16177,6,1,2,5,8,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"3,953,117","2,161,100","1,217,585","574,432",1620.811765,450,45000,2
16171,6,3,13,10,8,2019,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"3,954,963","2,162,503","1,217,684","574,776",1511.811689,1000,52998,2
16195,6,2,9,14,8,2019,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,957,998","2,163,178","1,218,620","576,200",1556.25126,550,65000,2
16150,6,2,10,2,5,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"3,945,612","2,212,405","1,059,583","673,625",1877,800,58800,2
16127,6,3,14,24,11,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"4,198,870","2,210,250","1,315,887","672,733",3120,1000,63000,2
16151,6,2,9,14,11,2019,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"4,199,685","2,210,075","1,316,250","673,359",2520.5,500,50000,2
16135,6,3,14,12,12,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"4,202,266","2,210,896","1,316,906","674,464",3569,1558,71000,2
16147,6,3,14,7,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"4,202,125","2,211,135","1,316,718","674,272",2505,650,70000,2
16145,6,3,12,1,10,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"4,203,751","2,212,328","1,316,921","674,502",2528,960,80000,2
16315,6,2,5,1,4,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"806,338","358,896","343,156","104,287",833.4163939,450,40000,3
16288,6,3,11,29,4,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,026,137","358,013","490,052","178,072",719.7808067,500,25000,3
16246,6,2,10,23,3,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,262,200","561,092","525,118","175,990",1104.25,500,56000,3
16286,6,2,10,18,4,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,157,952","710,699","379,725","67,529",808.6557941,730,73000,3
16252,6,2,5,15,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,593,798","928,268","415,283","250,248",1323.5,650,70000,3
16318,6,2,5,4,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,616,207","911,061","490,235","214,912",778.12563,1200,105000,3
16282,6,3,12,26,4,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,063,153","358,799","490,012","214,341",793.3224355,450,45000,1
16257,6,3,13,21,3,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,335,259","743,771","341,597","249,892",1170.25,650,60000,1
16262,6,2,7,16,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,445,597","743,654","525,392","176,551",1979.25,1850,60000,1
16323,6,2,5,14,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,505,577","911,093","379,947","214,536",836.2402133,500,25000,1
16253,6,3,11,29,5,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,702,607","927,555","525,123","249,930",1347.5,500,25000,1
16244,6,3,11,24,5,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,703,070","928,404","525,099","249,567",1059,403,80000,1
16245,6,2,9,30,3,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,043,112","561,401","378,485","103,225",2301.5,450,40000,2
16343,6,3,14,12,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,069,046","544,535","308,208","216,303",844.4675893,1157,32000,2
16242,6,2,7,16,3,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,153,122","561,351","341,838","249,933",1285.5,600,40000,2
16294,6,3,12,10,7,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,314,907","610,772","489,834","214,301",755.9058446,1157,32000,2
16277,6,2,7,8,8,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,493,663","925,898","452,030","115,734",1461.25,600,40000,2
16344,6,3,12,8,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,582,904","911,459","418,415","253,030",846.6848889,1581,36363,2
16259,6,2,5,29,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,592,678","927,683","415,208","249,786",1746.75,1157,32000,2
16264,6,2,7,27,3,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,701,958","926,572","525,289","250,096",1235.25,650,80000,2
16026,6,2,5,31,1,2018,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"7,225,078","2,276,848","3,323,394","1,624,836",2932.25252,350,40000,3
16033,6,2,6,25,10,2018,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"6,837,492","3,288,185","2,523,971","1,025,336",3033.169187,2428,125000,3
15870,6,1,1,16,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"7,780,000","2,432,097","3,624,047","1,723,855",3342.248707,2000,73900,3
15905,6,1,1,1,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,188,520","2,434,328","3,626,743","2,127,449",3105.334492,5130,118500,3
15702,6,1,2,17,7,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,977,237","2,591,255","3,943,428","2,442,554",3281.123151,6200,90000,3
16098,6,4,15,20,10,2018,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,399,871","4,154,664","3,072,226","1,172,981",5390,1000,60000,3
